,Palabras,+Women,+Women (valores),+Men,+Men (valores),+Tokio,+Tokio (valores),+Japan,+Japan (valores)
250,4pm,hers,0.48557788133621216,their,0.3975023329257965,eponymous,0.34938502311706543,South_Korea,0.3958473801612854
251,4th,girl,0.7494640946388245,boy,0.5517467260360718,woman,0.568712592124939,teenager,0.4821688234806061
252,5,Sunday,0.7390769720077515,Sunday,0.7708286046981812,Sunday,0.5984033942222595,Sunday,0.6577324867248535
253,5A,so,0.589262068271637,Too,0.5936309695243835,Too,0.47408175468444824,so,0.5417388677597046
254,5K,stronger,0.5565363764762878,smarter,0.5654979348182678,nicer,0.46177321672439575,stronger,0.5580575466156006
255,5pm,weeks,0.712409257888794,weeks,0.6712626218795776,weeks,0.5174354910850525,weeks,0.6306533813476562
256,5th,went,0.5322085618972778,went,0.6441354751586914,went,0.4892292022705078,went,0.4922613501548767
257,6,advantage,0.43941158056259155,advantage,0.48948684334754944,withstood_furious_comeback,0.39044737815856934,thelead,0.40798312425613403
258,6am,lives,0.5495685338973999,lives,0.4440397620201111,lives,0.4529324173927307,Longer_lifespans,0.45192384719848633
259,6pm,Amercian,0.5609605312347412,Amercian,0.5800049304962158,Amercian,0.46417397260665894,United_States,0.618506669998169
260,6th,###-##,0.6370596885681152,##-#,0.673883318901062,##-#,0.5582214593887329,##-#,0.5198167562484741
261,7,shows,0.6055060625076294,shows,0.5819523334503174,Show,0.4694679081439972,shows,0.54166179895401
262,7pm,recent,0.5090519189834595,over,0.5220788717269897,Over,0.4089597761631012,thepast,0.4732544720172882
263,7th,taking,0.5351443290710449,taking,0.6072874665260315,taken,0.4287419617176056,taking,0.5529956817626953
264,8,adding,0.6492525339126587,adding,0.5780239105224609,adding,0.5020092725753784,adding,0.5169277191162109
265,8am,expects,0.5740941762924194,likely,0.5484639406204224,ex_pected,0.4816794991493225,likely,0.5461422801017761
266,8pm,dubbed,0.498004674911499,dubbed,0.5641571283340454,dubbed,0.4622451663017273,calling,0.48568040132522583
267,8th,wonderful,0.6857078075408936,terrific,0.7065210342407227,wonderful,0.5462417602539062,terrific,0.5903548002243042
268,9,Sate,0.6736650466918945,Sate,0.6448142528533936,Sate,0.6054301261901855,Sate,0.49273842573165894
269,9am,service,0.5636189579963684,service,0.5727885961532593,Services,0.4990703761577606,service,0.4921954274177551
270,9pm,mothers,0.6759055852890015,kids,0.6759549379348755,childen,0.4996159076690674,kids,0.5388450622558594
271,9th,hitting,0.5587995052337646,hitting,0.6502867937088013,hitting,0.4864440858364105,hitting,0.5226501822471619
272,:),areas,0.5819798707962036,areas,0.5408318042755127,vicinity,0.46096503734588623,areas,0.5655484795570374
273,::,systems,0.6036916971206665,sytem,0.6419580578804016,sytem,0.49384474754333496,systems,0.5313630700111389
274,</s>,Every,0.6276801824569702,Every,0.6147147417068481,Every,0.511123538017273,Every,0.523210346698761
275,=,noon,0.7374060153961182,noon,0.7204767465591431,noon,0.6423723697662354,noon,0.569158673286438
276,>>,huge,0.6456868648529053,huge,0.6472662687301636,huge,0.5083391666412354,huge,0.5644040107727051
277,@,services,0.5872063636779785,services,0.548679530620575,ser_vice,0.45869380235671997,services,0.4977547824382782
278,A,several,0.6442023515701294,couple,0.62711101770401,couple,0.5648704767227173,several,0.5228320956230164
279,A##,average,0.5168384313583374,#.##,0.5164414644241333,#.##per,0.41657426953315735,average,0.47120481729507446
280,A###,Members,0.6138681173324585,Members,0.6085681319236755,member,0.5165693759918213,Members,0.5267935991287231
281,A.,Saturday,0.7212732434272766,Saturday,0.7865711450576782,Saturday,0.6407466530799866,Saturday,0.6161878108978271
282,A1,late,0.6715922355651855,late,0.6694605350494385,late,0.5289361476898193,late,0.5858273506164551
283,AA,points,0.4809930920600891,points,0.49554941058158875,pont,0.40422695875167847,points,0.41705232858657837
284,AAA,begin,0.5992047786712646,starting,0.5462814569473267,started,0.48388946056365967,starting,0.5009598731994629
285,AAP,firms,0.7070728540420532,firms,0.6853018403053284,firms,0.5722087025642395,firms,0.58693528175354
286,AARP,bit,0.6355307102203369,bit,0.6968682408332825,bit,0.5144646167755127,bit,0.5939697027206421
287,AAU,M,0.5191522836685181,&G;,0.5285555124282837,&B;,0.5088571310043335,consultant_Duncan_Ironmonger,0.42613688111305237
288,AB,cases,0.6077417135238647,cases,0.5057178735733032,Judge_recuses_himself,0.43943411111831665,cases,0.5134401321411133
289,ABA,last,0.4939289689064026,last,0.5778430700302124,later,0.39383742213249207,last,0.5187491178512573
290,ABB,Local,0.5285372138023376,Local,0.5561978220939636,Local,0.4454441964626312,Local,0.4568159580230713
291,ABC,According,0.6366957426071167,According,0.6193438768386841,According,0.6085535287857056,accordingto,0.46760714054107666
292,ABN_Amro,she,0.6373406052589417,nobody,0.5512934923171997,nobody,0.4372898042201996,rarely,0.4840580224990845
293,ABS,8,0.7790881991386414,4,0.7976566553115845,6,0.662636399269104,4,0.6486106514930725
294,AC,Without,0.5555504560470581,Without,0.5494054555892944,Without,0.437263548374176,Without,0.4813199043273926
295,ACC,Sales,0.6082130670547485,Sales,0.6447402238845825,Sales,0.4964331090450287,Sales,0.5444626212120056
296,ACCC,till,0.538176953792572,till,0.5534331202507019,till,0.46723058819770813,till,0.44276928901672363
297,ACE,came,0.589637815952301,came,0.5916773676872253,ran,0.4952109456062317,came,0.4906397759914398
298,ACL,player,0.5442059636116028,player,0.6402018070220947,player,0.5027844905853271,player,0.4870399832725525
299,ACLU,##nd,0.7912231683731079,##st,0.8059859275817871,##st,0.6828570365905762,##nd,0.6418418884277344
300,ACORN,NewYork,0.5964490175247192,NewYork,0.632402241230011,NewYork,0.5505002737045288,United_States,0.5058579444885254
301,ACS,triumphed,0.5670687556266785,winning,0.5952744483947754,emerged_victorious,0.5161767601966858,winning,0.5314972400665283
302,ACT,thefinancial,0.5063716769218445,finanical,0.562409520149231,fi_nancial,0.42563650012016296,economic,0.5065525770187378
303,AC_Milan,valfen@di-ve.com,0.47700899839401245,Latest_Tanker_Operator,0.46969664096832275,press,0.38696080446243286,Latest_Tanker_Operator,0.4609581530094147
304,AD,5,0.7768444418907166,3,0.7897331714630127,5,0.6735730171203613,3,0.6556940674781799
305,ADA,Then,0.6440199613571167,Then,0.7017015218734741,Then,0.5497560501098633,Then,0.5705994367599487
306,ADB,cents,0.4643603265285492,ashare,0.45221641659736633,MergeCo,0.3900517225265503,analystsâ,0.4026157855987549
307,ADHD,numerous,0.6675205230712891,numerous,0.6439428329467773,few,0.5368090867996216,numerous,0.558102011680603
308,ADP,Free,0.5498875379562378,Free,0.5595850944519043,Free,0.4504465162754059,Free,0.4734230935573578
309,ADS,apart,0.4314281642436981,off,0.539494514465332,out,0.36097005009651184,out,0.43049508333206177
310,AED,###.##,0.6747483611106873,#.##,0.7009550333023071,###.##,0.5776308178901672,#.##,0.5883271098136902
311,AEP,Already,0.5179518461227417,Already,0.5246919393539429,been,0.39143240451812744,Already,0.492963582277298
312,AFC,on,0.43342483043670654,on,0.5347347259521484,Lumumba_Diya,0.36323031783103943,on,0.4502497911453247
313,AFL,industries,0.5761852264404297,industries,0.6273627281188965,industy,0.47635459899902344,industries,0.551961362361908
314,AFL_CIO,`_ll,0.5486768484115601,gotta,0.6097896099090576,`_ll,0.5448504686355591,'d,0.5061723589897156
315,AFP,Call,0.5732028484344482,calling,0.5311282277107239,Call,0.45802056789398193,calling,0.49341535568237305
316,AFTER,Despite,0.5407978296279907,WIth,0.5472140312194824,Despite,0.4334373474121094,Already,0.4748125672340393
317,AG,student,0.6339296102523804,undergraduates,0.5875850915908813,student,0.5327210426330566,undergraduates,0.5497199892997742
318,AGM,lines,0.5863325595855713,lines,0.5324078798294067,lines,0.42444300651550293,lines,0.5041033029556274
319,AHL,readily_available,0.587986946105957,availble,0.5931682586669922,availabe,0.49820882081985474,readily_available,0.5232498049736023
320,AHN,counties,0.6462906002998352,Couny,0.6588023900985718,Couny,0.5771037936210632,counties,0.5916452407836914
321,AI,make,0.6208309531211853,made,0.6474260091781616,made,0.539924681186676,make,0.5408916473388672
322,AIA,hold,0.5471131801605225,holding,0.5832309722900391,holding,0.49177032709121704,hold,0.47100692987442017
323,AIDS,Final,0.5534527897834778,Final,0.54399573802948,fi_nal,0.4638958275318146,Final,0.4642332196235657
324,AIG,##:##,0.7559338808059692,##:##,0.7719171047210693,##:##,0.6962003707885742,##:##,0.5718067288398743
325,AIM,electricity,0.5211949348449707,Conscientiously_wield,0.48005425930023193,Power,0.4060252904891968,Conscientiously_wield,0.4642886519432068
326,AJ,proposal,0.6215075254440308,plans,0.5842405557632446,proposal,0.5107100009918213,plans,0.5284486413002014
327,AK,may,0.6980690956115723,could,0.673412561416626,may,0.5131227970123291,may,0.6230722665786743
328,AL,Piedra_Blanca_emergency,0.42383089661598206,one,0.41349804401397705,leas,0.4606321156024933,_,0.4142870604991913
329,ALCS,looks,0.5182298421859741,looks,0.5780985355377197,looks,0.46224498748779297,looking,0.4625438153743744
330,ALL,foward,0.5721036195755005,foward,0.6194431185722351,foward,0.5315685272216797,foward,0.4624885022640228
331,ALS,giving,0.5891727805137634,giving,0.6420238018035889,gave,0.5298954248428345,giving,0.5600775480270386
332,AL_Central,at,0.48430994153022766,at,0.5103557109832764,at,0.3959314227104187,at,0.43288105726242065
333,AL_East,once,0.524215579032898,once,0.5524247884750366,once,0.40805238485336304,once,0.48617100715637207
334,AM,after,0.5093199014663696,after,0.5464600324630737,shortly_thereafter,0.399128794670105,earlier,0.492562472820282
335,AMA,Full,0.5386936664581299,Full,0.5694557428359985,Full,0.4490843713283539,Full,0.47348618507385254
336,AMC,should,0.640229344367981,should,0.6390479803085327,should,0.4439001679420471,should,0.6146458387374878
337,AMD,something,0.5531522035598755,stuff,0.5763792991638184,stuff,0.4687840938568115,ways,0.4639320969581604
338,AME_Info_FZ_LLC,significant,0.5405884981155396,big,0.5861949920654297,big,0.4404461979866028,biggest,0.4903777241706848
339,AME_Info_Web,communities,0.6178109645843506,commmunity,0.5922777056694031,commu_nity,0.5276443958282471,communities,0.541022777557373
340,AMP,announces,0.617466151714325,announce,0.6334233283996582,anounced,0.5755863785743713,announcing,0.579073965549469
341,AMR,closed,0.49016857147216797,opened,0.5083674788475037,opened,0.4832768440246582,South_Korea,0.3933655619621277
342,AM_Best,records,0.5428184270858765,equaling,0.522832989692688,records,0.46740370988845825,surpassing,0.41176778078079224
343,AN,reports,0.5374853014945984,reproted,0.5373692512512207,reproted,0.4967479407787323,reports,0.4593093991279602
344,ANC,Court,0.6371150016784668,courts,0.5741591453552246,Court,0.6116153001785278,judge,0.4849897027015686
345,AND,work,0.5714877843856812,worked,0.5915604829788208,worked,0.5225464105606079,work,0.5159112811088562
346,ANI,unable,0.5689620971679688,unable,0.5510945320129395,unable,0.4926919639110565,can,0.4454041123390198
347,ANZ,anything,0.6009464263916016,anything,0.6233423948287964,anything,0.5041919946670532,anything,0.514801025390625
348,AOL,President,0.6533178687095642,President,0.669371485710144,President,0.5378789901733398,President,0.5622522830963135
349,AP,meetings,0.6169102191925049,meetings,0.633373498916626,meetings,0.5182575583457947,meetings,0.523417592048645
350,APA,kept,0.613315224647522,keeping,0.663140058517456,kept,0.5488336682319641,keeping,0.5255725383758545
351,APEC,April,0.7947167158126831,June,0.7911748886108398,April,0.6512867212295532,February,0.6729863286018372
352,API,furture,0.48420944809913635,furture,0.4921407401561737,furture,0.4157698452472687,Carrier_Ethernet_www.soapstonenetworks.com,0.4481077790260315
353,APP,much,0.4657839834690094,much,0.5065442323684692,crow_flies,0.35457396507263184,much,0.4745767414569855
354,APR,agreement,0.5841872096061707,deals,0.5581363439559937,agreement,0.49908602237701416,deals,0.5286650061607361
355,APS,CIty,0.6388211846351624,CIty,0.6157094240188599,CIty,0.5953604578971863,CIty,0.4462423324584961
356,AP_Photo,April,0.7976847887039185,April,0.7902624607086182,April,0.6547390818595886,April,0.6669608950614929
357,AR,devel_opment,0.522400975227356,develop_ment,0.5831897258758545,devel_opment,0.5415245294570923,developing,0.512683629989624
358,ARC,Univeristy,0.675814151763916,Univeristy,0.6602367162704468,Univeristy,0.6014739871025085,Unversity,0.5130825042724609
359,ARM,discover,0.5678348541259766,finding,0.5823694467544556,discover,0.4591391980648041,finding,0.5181189775466919
360,AS,twice,0.43763989210128784,twice,0.47508418560028076,occassions,0.381141722202301,twice,0.4175901412963867
361,ASA,Before,0.6116465330123901,Before,0.5914045572280884,Before,0.5075259208679199,after,0.5146118402481079
362,ASEAN,offices,0.5817241668701172,offices,0.49820780754089355,offi_ce,0.48772478103637695,offices,0.42781874537467957
363,ASIC,sparked,0.5442080497741699,sparked,0.5494418144226074,spearheaded,0.46250081062316895,spurred,0.501636266708374
364,ASP,amongst,0.6175581812858582,amongst,0.6939234733581543,amongst,0.5717023611068726,amongst,0.5235221982002258
365,ASU,March,0.8000679016113281,July,0.7968192100524902,April,0.6465582847595215,July,0.6759194135665894
366,ASX,decrease,0.7038249969482422,decrease,0.678092360496521,decrease,0.552882730960846,decrease,0.5966344475746155
367,AT,Beijing,0.6548978686332703,Chinese,0.6187106966972351,Xingye,0.5577155947685242,South_Korea,0.6309589147567749
368,ATA,Catherine,0.6605435609817505,Paul,0.7351506352424622,Paul,0.6110143065452576,Paul,0.5298804640769958
369,ATF,if,0.4994312524795532,if,0.5109161138534546,wether,0.45360225439071655,if,0.4883001148700714
370,ATI,costs,0.6660078167915344,costs,0.6031031608581543,costs,0.49626463651657104,costs,0.5584140419960022
371,ATLANTA,Security,0.5788233280181885,Security,0.5872567892074585,Security,0.5088653564453125,andsecurity,0.4721468687057495
372,ATM,jobs,0.5739858150482178,Job,0.49606961011886597,Job,0.41074496507644653,jobs,0.49254554510116577
373,ATMs,more,0.6896955370903015,more,0.6475799083709717,more,0.4807323217391968,more,0.625798225402832
374,ATP,heads,0.5133211612701416,heads,0.5419213771820068,Head,0.47150319814682007,heads,0.42972588539123535
375,ATS,six,0.7820776700973511,eight,0.8069709539413452,eight,0.6472749710083008,six,0.6835315227508545
376,ATV,growthin,0.5467071533203125,gro_wth,0.4994816780090332,Growth,0.4175800681114197,grwoth,0.5539460182189941
377,AT_&,losing,0.6128605604171753,losing,0.6328773498535156,losing,0.48393842577934265,losing,0.5524712800979614
378,AU,paying,0.6128137111663818,paying,0.6283852458000183,paid,0.523309051990509,paying,0.5235585570335388
379,AUSTIN_Texas,look,0.5340516567230225,look,0.5415235757827759,look,0.4429801404476166,look,0.4518629312515259
380,AV,providing,0.5929341316223145,providing,0.6328208446502686,furnish,0.5016624331474304,providing,0.5548263788223267
381,AZ,8,0.7853291034698486,5,0.794991135597229,5,0.6759472489356995,5,0.6331618428230286
382,"AZ_az_,0_9",Wanting,0.5145246982574463,Trying,0.5875391960144043,Please,0.4358956515789032,Trying,0.4765112102031708
383,Aaron,planned,0.5933899879455566,plan,0.6394040584564209,plan,0.498507022857666,plan,0.49746471643447876
384,Abbas,product,0.6105257272720337,product,0.6343463063240051,product,0.4517861604690552,product,0.5765249729156494
385,Abbey,vehicle,0.6858474612236023,cars,0.6218444108963013,vehicle,0.5626665353775024,cars,0.5770391821861267
386,Abbott,Recent,0.5211468935012817,past,0.5068200826644897,Recent,0.37307804822921753,previous,0.4582628011703491
387,Abby,harder,0.5658299922943115,Hard,0.5763041377067566,Hard,0.43641576170921326,harder,0.5451792478561401
388,Abdul,she,0.5453032851219177,obviously,0.5656638145446777,definitely,0.40008997917175293,certainly,0.4893326163291931
389,Abdullah,included,0.6433849930763245,included,0.6597007513046265,included,0.5339594483375549,included,0.5506811738014221
390,Abdulmutallab,Women,0.7003076076507568,men,0.8470770120620728,men,0.5099844932556152,men,0.5442162156105042
391,Abe,Across,0.5968631505966187,accross,0.633647084236145,accross,0.5396135449409485,Across,0.5030155181884766
392,Abel,taxes,0.7049179673194885,taxes,0.6830620765686035,taxes,0.5926892757415771,taxes,0.562332034111023
393,Abercrombie,sewage,0.5836844444274902,surficial_aquifer,0.5616117119789124,Water,0.4992189109325409,desalinating_sea_water,0.5067867040634155
394,Aberdeen,March,0.8031737804412842,July,0.7893936038017273,March,0.6402470469474792,May,0.6848372220993042
395,Abhisit,continues,0.5853385925292969,continued,0.5954031944274902,continued,0.4633023738861084,continues,0.517050564289093
